tag,itens,categoria,modelo,serial,marca,valor,data_compra,fornecedor,po,nota_fiscal,uso,qtd,prateleira,rua,setor,box,conferido,local
IMP2508210030015,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030016,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030017,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030018,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030019,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030020,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030021,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030022,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030023,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030024,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030025,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030026,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030027,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030028,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030029,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030030,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030031,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030032,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030033,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030034,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030035,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030036,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030037,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030038,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030039,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030040,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030041,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030042,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030043,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030044,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030045,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030046,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030047,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030048,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030049,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030050,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030051,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030052,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030053,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030054,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030055,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030056,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030057,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030058,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030059,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030060,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030061,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030062,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030063,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030064,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030065,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030066,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030067,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030068,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030069,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030070,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030071,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030072,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030073,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030074,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030075,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030076,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030077,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030078,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030079,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030080,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030081,P2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030082,Item Importado,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030083,Item Importado,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030084,Item Importado,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030085,80 monitores,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030086,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030087,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030088,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030089,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030090,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030091,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030092,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030093,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030094,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030095,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030096,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030097,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030098,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030099,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030100,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030101,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030102,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030103,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030104,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030105,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030106,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030107,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030108,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030109,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030110,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030111,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030112,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030113,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030114,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030115,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030116,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030117,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030118,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030119,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030120,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030121,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030122,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030123,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030124,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030125,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030126,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030127,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030128,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030129,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030130,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030131,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030132,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030133,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030134,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030135,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030136,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030137,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030138,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030139,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030140,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030141,up2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030142,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030143,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030144,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030145,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030146,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
